nb_cycle_aller,moy_cycle_aller,d_res_soc,jour_res_soc,nbr_elmt_res_soc,propor_utilisa_aller
72,32,92.0,4,5,79.31286549707602
72,32,92.0,4,5,79.31286549707602
72,32,92.0,4,5,79.31286549707602
72,32,92.0,4,5,79.31286549707602
56,32,92.0,6,5,77.3391812865497
56,32,92.0,6,5,77.3391812865497
56,32,92.0,6,5,77.3391812865497
56,32,92.0,6,5,77.3391812865497
56,32,92.0,6,5,77.3391812865497
68,32,92.0,6,5,80.77485380116958
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,4,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
65,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
65,31,109.0,2,5,80.55555555555556
65,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
65,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
65,31,109.0,2,5,80.55555555555556
59,31,109.0,2,5,80.55555555555556
65,31,109.0,2,5,80.55555555555556
68,33,92.0,6,5,80.48245614035088
68,33,92.0,6,5,80.48245614035088
65,31,109.0,2,5,80.55555555555556
65,31,109.0,2,5,80.55555555555556
68,33,92.0,6,5,80.48245614035088
68,33,92.0,6,5,80.48245614035088
65,31,109.0,2,5,80.55555555555556
65,31,109.0,2,5,80.55555555555556
68,33,92.0,6,5,80.48245614035088
65,31,109.0,2,5,80.55555555555556
68,33,92.0,6,5,80.48245614035088
68,33,92.0,6,5,80.48245614035088
68,33,92.0,6,5,80.48245614035088
66,32,109.0,2,5,80.19005847953217
68,33,92.0,6,5,80.48245614035088
68,33,92.0,6,5,80.48245614035088
68,33,92.0,6,5,80.48245614035088
68,33,92.0,6,5,80.48245614035088
68,33,92.0,6,5,80.48245614035088
67,32,109.0,4,5,80.19005847953217
67,32,109.0,4,5,80.19005847953217
67,32,109.0,4,5,80.19005847953217
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
76,32,109.0,2,5,79.16666666666666
60,32,109.0,6,5,80.55555555555556
60,32,109.0,6,5,80.55555555555556
65,32,109.0,4,5,80.55555555555556
65,32,109.0,4,5,80.55555555555556
67,33,109.0,6,5,80.19005847953217
67,33,109.0,6,5,80.19005847953217
67,33,109.0,6,5,80.19005847953217
67,33,109.0,6,5,80.19005847953217
67,33,109.0,6,5,80.19005847953217
67,33,109.0,6,5,80.19005847953217
67,33,109.0,6,5,80.19005847953217
67,33,109.0,6,5,80.19005847953217
67,33,109.0,6,5,80.19005847953217
67,33,109.0,6,5,80.19005847953217
65,32,75.0,2,7,79.67836257309942
65,32,75.0,2,7,79.67836257309942
65,32,75.0,2,7,79.67836257309942
65,32,75.0,2,7,79.67836257309942
66,32,75.0,2,7,80.7017543859649
66,32,75.0,2,7,80.7017543859649
66,32,75.0,2,7,80.7017543859649
77,32,109.0,4,5,79.16666666666666
62,32,75.0,2,7,78.72807017543859
62,32,75.0,2,7,78.72807017543859
78,33,109.0,6,5,79.16666666666666
78,33,109.0,6,5,79.16666666666666
78,33,109.0,6,5,79.16666666666666
74,32,75.0,2,7,78.72807017543859
74,32,75.0,2,7,78.72807017543859
74,32,75.0,2,7,78.72807017543859
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
66,33,75.0,4,7,79.67836257309942
68,33,75.0,4,7,80.7017543859649
68,33,75.0,4,7,80.7017543859649
68,33,75.0,4,7,80.7017543859649
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
62,33,75.0,4,7,78.72807017543859
66,34,75.0,6,7,79.67836257309942
66,34,75.0,6,7,79.67836257309942
66,34,75.0,6,7,79.67836257309942
63,34,75.0,6,7,78.72807017543859
63,34,75.0,6,7,78.72807017543859
63,34,75.0,6,7,78.72807017543859
63,34,75.0,6,7,78.72807017543859
63,34,75.0,6,7,78.72807017543859
63,34,75.0,6,7,78.72807017543859
75,33,75.0,4,7,78.72807017543859
63,34,75.0,6,7,78.72807017543859
75,33,75.0,4,7,78.72807017543859
63,34,75.0,6,7,78.72807017543859
70,34,75.0,6,7,80.7017543859649
63,34,75.0,6,7,78.72807017543859
75,33,75.0,4,7,78.72807017543859
70,34,75.0,6,7,80.7017543859649
63,34,75.0,6,7,78.72807017543859
75,33,75.0,4,7,78.72807017543859
70,34,75.0,6,7,80.7017543859649
63,34,75.0,6,7,78.72807017543859
70,34,75.0,6,7,80.7017543859649
75,33,75.0,4,7,78.72807017543859
75,33,75.0,4,7,78.72807017543859
70,34,75.0,6,7,80.7017543859649
63,34,75.0,6,7,78.72807017543859
75,33,75.0,4,7,78.72807017543859
70,34,75.0,6,7,80.7017543859649
63,34,75.0,6,7,78.72807017543859
70,34,75.0,6,7,80.7017543859649
63,34,75.0,6,7,78.72807017543859
63,34,75.0,6,7,78.72807017543859
70,34,75.0,6,7,80.7017543859649
70,34,75.0,6,7,80.7017543859649
70,34,75.0,6,7,80.7017543859649
70,34,75.0,6,7,80.7017543859649
70,34,75.0,6,7,80.7017543859649
70,34,75.0,6,7,80.7017543859649
70,34,75.0,6,7,80.7017543859649
70,34,75.0,6,7,80.7017543859649
70,34,75.0,6,7,80.7017543859649
76,34,75.0,6,7,78.72807017543859
63,32,92.0,2,7,80.48245614035088
63,32,92.0,2,7,80.48245614035088
76,34,75.0,6,7,78.72807017543859
63,32,92.0,2,7,80.48245614035088
76,34,75.0,6,7,78.72807017543859
63,32,92.0,2,7,80.48245614035088
76,34,75.0,6,7,78.72807017543859
76,34,75.0,6,7,78.72807017543859
63,32,92.0,2,7,80.48245614035088
76,34,75.0,6,7,78.72807017543859
76,34,75.0,6,7,78.72807017543859
76,34,75.0,6,7,78.72807017543859
76,34,75.0,6,7,78.72807017543859
76,34,75.0,6,7,78.72807017543859
76,34,75.0,6,7,78.72807017543859
57,33,92.0,2,7,79.53216374269006
63,33,92.0,2,7,79.67836257309942
63,33,92.0,2,7,79.67836257309942
63,33,92.0,2,7,79.67836257309942
63,33,92.0,2,7,79.67836257309942
63,33,92.0,2,7,79.67836257309942
63,33,92.0,2,7,79.67836257309942
63,33,92.0,2,7,79.67836257309942
63,33,92.0,2,7,79.67836257309942
63,33,92.0,2,7,79.67836257309942
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
64,33,92.0,4,7,80.48245614035088
58,34,92.0,4,7,79.53216374269006
58,34,92.0,4,7,79.53216374269006
72,33,92.0,4,7,79.60526315789474
72,33,92.0,4,7,79.60526315789474
72,33,92.0,4,7,79.60526315789474
72,33,92.0,4,7,79.60526315789474
72,33,92.0,4,7,79.60526315789474
65,34,92.0,4,7,79.67836257309942
65,34,92.0,4,7,79.67836257309942
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
66,34,92.0,6,7,80.48245614035088
59,35,92.0,6,7,79.53216374269006
66,34,92.0,6,7,80.48245614035088
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
66,34,92.0,6,7,80.48245614035088
66,34,92.0,6,7,80.48245614035088
59,35,92.0,6,7,79.53216374269006
66,34,92.0,6,7,80.48245614035088
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
66,34,92.0,6,7,80.48245614035088
59,35,92.0,6,7,79.53216374269006
66,34,92.0,6,7,80.48245614035088
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
59,35,92.0,6,7,79.53216374269006
66,35,92.0,6,7,79.67836257309942
66,35,92.0,6,7,79.67836257309942
59,35,92.0,6,7,79.53216374269006
66,35,92.0,6,7,79.67836257309942
59,35,92.0,6,7,79.53216374269006
66,35,92.0,6,7,79.67836257309942
66,35,92.0,6,7,79.67836257309942
66,35,92.0,6,7,79.67836257309942
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
73,34,92.0,6,7,79.60526315789474
67,32,109.0,2,7,81.35964912280701
66,32,109.0,2,7,81.94444444444444
66,32,109.0,2,7,81.94444444444444
66,32,109.0,2,7,81.94444444444444
66,32,109.0,2,7,81.94444444444444
66,32,109.0,2,7,81.94444444444444
66,32,109.0,2,7,81.94444444444444
60,32,109.0,2,7,79.3859649122807
60,32,109.0,2,7,79.3859649122807
60,32,109.0,2,7,79.3859649122807
60,32,109.0,2,7,79.3859649122807
60,32,109.0,2,7,79.3859649122807
60,32,109.0,2,7,79.3859649122807
60,32,109.0,2,7,79.3859649122807
66,32,109.0,2,7,82.01754385964912
66,32,109.0,2,7,82.01754385964912
66,32,109.0,2,7,82.01754385964912
68,33,109.0,4,7,81.35964912280701
68,33,109.0,4,7,81.35964912280701
68,33,109.0,4,7,81.35964912280701
68,33,109.0,4,7,81.35964912280701
68,33,109.0,4,7,81.35964912280701
61,33,109.0,4,7,79.3859649122807
61,33,109.0,4,7,79.3859649122807
61,33,109.0,4,7,79.3859649122807
61,33,109.0,4,7,79.3859649122807
61,33,109.0,4,7,79.3859649122807
61,33,109.0,4,7,79.3859649122807
68,33,109.0,4,7,81.94444444444444
68,33,109.0,4,7,81.94444444444444
68,33,109.0,4,7,81.94444444444444
68,33,109.0,4,7,81.94444444444444
68,33,109.0,4,7,81.94444444444444
66,33,109.0,4,7,82.01754385964912
66,33,109.0,4,7,82.01754385964912
66,33,109.0,4,7,82.01754385964912
66,33,109.0,4,7,82.01754385964912
66,33,109.0,4,7,82.01754385964912
66,33,109.0,4,7,82.01754385964912
66,33,109.0,4,7,82.01754385964912
66,33,109.0,4,7,82.01754385964912
66,33,109.0,4,7,82.01754385964912
69,34,109.0,6,7,81.35964912280701
66,33,109.0,4,7,82.01754385964912
69,34,109.0,6,7,81.35964912280701
69,34,109.0,6,7,81.35964912280701
69,34,109.0,6,7,81.35964912280701
69,34,109.0,6,7,81.35964912280701
69,34,109.0,6,7,81.35964912280701
69,34,109.0,6,7,81.94444444444444
62,34,109.0,6,7,79.3859649122807
66,34,109.0,6,7,82.01754385964912
66,34,109.0,6,7,82.01754385964912
66,34,109.0,6,7,82.01754385964912
66,34,109.0,6,7,82.01754385964912
66,34,109.0,6,7,82.01754385964912
66,34,109.0,6,7,82.01754385964912
66,34,109.0,6,7,82.01754385964912
66,34,109.0,6,7,82.01754385964912
66,34,109.0,6,7,82.01754385964912
63,33,75.0,2,9,81.72514619883042
63,33,75.0,2,9,81.72514619883042
63,33,75.0,2,9,81.72514619883042
63,33,75.0,2,9,81.72514619883042
63,33,75.0,2,9,81.72514619883042
62,33,75.0,2,9,78.28947368421053
63,33,75.0,2,9,81.72514619883042
63,33,75.0,2,9,81.72514619883042
63,33,75.0,2,9,81.72514619883042
63,33,75.0,2,9,81.72514619883042
63,33,75.0,2,9,81.72514619883042
63,32,75.0,2,9,79.89766081871345
63,32,75.0,2,9,79.89766081871345
63,32,75.0,2,9,79.89766081871345
63,32,75.0,2,9,79.89766081871345
63,32,75.0,2,9,79.89766081871345
63,32,75.0,2,9,79.89766081871345
63,32,75.0,2,9,79.89766081871345
63,32,75.0,2,9,79.89766081871345
68,34,75.0,2,9,79.45906432748538
68,34,75.0,2,9,79.45906432748538
68,34,75.0,2,9,79.45906432748538
68,34,75.0,2,9,79.45906432748538
68,34,75.0,2,9,79.45906432748538
68,34,75.0,2,9,79.45906432748538
68,34,75.0,2,9,79.45906432748538
68,34,75.0,2,9,79.45906432748538
65,34,75.0,4,9,81.72514619883042
63,34,75.0,4,9,78.72807017543859
63,34,75.0,4,9,78.72807017543859
63,34,75.0,4,9,78.72807017543859
63,34,75.0,4,9,78.72807017543859
63,34,75.0,4,9,78.72807017543859
63,34,75.0,4,9,78.72807017543859
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
69,35,75.0,4,9,79.45906432748538
69,35,75.0,4,9,79.45906432748538
63,33,75.0,4,9,79.89766081871345
63,33,75.0,4,9,79.89766081871345
69,35,75.0,4,9,79.45906432748538
63,33,75.0,4,9,79.89766081871345
69,35,75.0,4,9,79.45906432748538
69,35,75.0,4,9,79.45906432748538
69,35,75.0,4,9,79.45906432748538
69,35,75.0,4,9,79.45906432748538
69,35,75.0,4,9,79.45906432748538
69,35,75.0,4,9,79.45906432748538
69,35,75.0,4,9,79.45906432748538
69,35,75.0,4,9,79.45906432748538
69,35,75.0,4,9,79.45906432748538
69,35,75.0,4,9,79.45906432748538
67,35,75.0,6,9,81.72514619883042
67,35,75.0,6,9,81.72514619883042
67,35,75.0,6,9,81.72514619883042
67,35,75.0,6,9,81.72514619883042
67,35,75.0,6,9,81.72514619883042
67,35,75.0,6,9,81.72514619883042
67,35,75.0,6,9,81.72514619883042
64,35,75.0,6,9,78.72807017543859
64,35,75.0,6,9,78.72807017543859
64,35,75.0,6,9,78.72807017543859
64,35,75.0,6,9,78.72807017543859
64,35,75.0,6,9,79.89766081871345
64,35,75.0,6,9,79.89766081871345
64,35,75.0,6,9,79.89766081871345
64,35,75.0,6,9,79.89766081871345
64,35,75.0,6,9,79.89766081871345
64,35,75.0,6,9,79.89766081871345
64,35,75.0,6,9,79.89766081871345
64,35,75.0,6,9,79.89766081871345
70,36,75.0,6,9,79.45906432748538
70,36,75.0,6,9,79.45906432748538
59,33,92.0,2,9,81.14035087719299
59,33,92.0,2,9,81.14035087719299
70,36,75.0,6,9,79.45906432748538
59,33,92.0,2,9,81.14035087719299
70,36,75.0,6,9,79.45906432748538
59,33,92.0,2,9,81.14035087719299
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
69,33,92.0,2,9,81.50584795321637
74,34,92.0,2,9,81.94444444444444
74,34,92.0,2,9,81.94444444444444
74,34,92.0,2,9,81.94444444444444
74,34,92.0,2,9,81.94444444444444
74,34,92.0,2,9,81.94444444444444
69,34,92.0,4,9,81.50584795321637
69,34,92.0,4,9,81.50584795321637
69,34,92.0,4,9,81.50584795321637
69,34,92.0,4,9,81.50584795321637
69,34,92.0,4,9,81.50584795321637
69,34,92.0,4,9,81.50584795321637
76,33,92.0,2,9,80.19005847953217
76,33,92.0,2,9,80.19005847953217
76,33,92.0,2,9,80.19005847953217
76,33,92.0,2,9,80.19005847953217
76,33,92.0,2,9,80.19005847953217
76,33,92.0,2,9,80.19005847953217
76,33,92.0,2,9,80.19005847953217
76,33,92.0,2,9,80.19005847953217
76,33,92.0,2,9,80.19005847953217
76,33,92.0,2,9,80.19005847953217
75,35,92.0,4,9,81.94444444444444
75,35,92.0,4,9,81.94444444444444
75,35,92.0,4,9,81.94444444444444
61,33,92.0,4,9,81.14035087719299
61,33,92.0,4,9,81.14035087719299
61,33,92.0,4,9,81.14035087719299
61,33,92.0,4,9,81.14035087719299
61,33,92.0,4,9,81.14035087719299
61,33,92.0,4,9,81.14035087719299
61,33,92.0,4,9,81.14035087719299
61,33,92.0,4,9,81.14035087719299
61,33,92.0,4,9,81.14035087719299
78,34,92.0,4,9,80.19005847953217
78,34,92.0,4,9,80.19005847953217
78,34,92.0,4,9,80.19005847953217
78,34,92.0,4,9,80.19005847953217
70,35,92.0,6,9,81.50584795321637
78,34,92.0,4,9,80.19005847953217
78,34,92.0,4,9,80.19005847953217
70,35,92.0,6,9,81.50584795321637
78,34,92.0,4,9,80.19005847953217
70,35,92.0,6,9,81.50584795321637
70,35,92.0,6,9,81.50584795321637
78,34,92.0,4,9,80.19005847953217
70,35,92.0,6,9,81.50584795321637
78,34,92.0,4,9,80.19005847953217
76,36,92.0,6,9,81.94444444444444
76,36,92.0,6,9,81.94444444444444
76,36,92.0,6,9,81.94444444444444
76,36,92.0,6,9,81.94444444444444
72,33,109.0,2,9,81.14035087719299
72,33,109.0,2,9,81.14035087719299
72,33,109.0,2,9,81.14035087719299
72,33,109.0,2,9,81.14035087719299
72,33,109.0,2,9,81.14035087719299
72,33,109.0,2,9,81.14035087719299
72,33,109.0,2,9,81.14035087719299
72,33,109.0,2,9,81.14035087719299
79,35,92.0,6,9,80.19005847953217
72,33,109.0,2,9,81.14035087719299
79,35,92.0,6,9,80.19005847953217
72,33,109.0,2,9,81.14035087719299
79,35,92.0,6,9,80.19005847953217
72,33,109.0,2,9,81.14035087719299
72,33,109.0,2,9,81.14035087719299
80,33,109.0,2,9,82.82163742690058
80,33,109.0,2,9,82.82163742690058
80,33,109.0,2,9,82.82163742690058
80,33,109.0,2,9,82.82163742690058
80,33,109.0,2,9,82.82163742690058
80,33,109.0,2,9,82.82163742690058
79,33,109.0,2,9,81.65204678362574
79,33,109.0,2,9,81.65204678362574
80,33,109.0,2,9,82.82163742690058
80,33,109.0,2,9,82.82163742690058
79,33,109.0,2,9,81.65204678362574
80,33,109.0,2,9,82.82163742690058
79,33,109.0,2,9,81.65204678362574
80,33,109.0,2,9,82.82163742690058
79,33,109.0,2,9,81.65204678362574
79,33,109.0,2,9,81.65204678362574
