nb_cycle_aller,moy_cycle_aller,d_res_soc,jour_res_soc,nbr_elmt_res_soc,propor_utilisa_aller
50,32,75.0,2,11,90.2046783625731
50,32,75.0,2,11,90.2046783625731
50,32,75.0,2,11,90.2046783625731
50,32,75.0,2,11,90.2046783625731
50,32,75.0,2,11,90.2046783625731
50,32,75.0,2,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
52,33,75.0,4,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
55,35,75.0,6,11,90.2046783625731
50,32,92.0,2,11,89.69298245614034
50,32,92.0,2,11,89.69298245614034
50,32,92.0,2,11,89.69298245614034
50,32,92.0,2,11,89.69298245614034
50,32,92.0,2,11,89.69298245614034
50,32,92.0,2,11,89.69298245614034
50,32,92.0,2,11,89.69298245614034
50,32,92.0,2,11,89.69298245614034
53,33,92.0,4,11,89.69298245614034
53,33,92.0,4,11,89.69298245614034
53,33,92.0,4,11,89.69298245614034
53,33,92.0,4,11,89.69298245614034
53,33,92.0,4,11,89.69298245614034
53,33,92.0,4,11,89.69298245614034
53,33,92.0,4,11,89.69298245614034
53,33,92.0,4,11,89.69298245614034
53,33,92.0,4,11,89.69298245614034
53,33,92.0,4,11,89.69298245614034
55,35,92.0,6,11,89.69298245614034
55,35,92.0,6,11,89.69298245614034
55,35,92.0,6,11,89.69298245614034
53,33,109.0,2,11,90.35087719298247
53,33,109.0,2,11,90.35087719298247
53,33,109.0,2,11,90.35087719298247
53,33,109.0,2,11,90.35087719298247
53,33,109.0,2,11,90.35087719298247
53,33,109.0,2,11,90.35087719298247
53,33,109.0,2,11,90.35087719298247
53,33,109.0,2,11,90.35087719298247
53,33,109.0,2,11,90.35087719298247
57,34,109.0,4,11,90.35087719298247
57,34,109.0,4,11,90.35087719298247
57,34,109.0,4,11,90.35087719298247
57,34,109.0,4,11,90.35087719298247
57,34,109.0,4,11,90.35087719298247
57,34,109.0,4,11,90.35087719298247
57,34,109.0,4,11,90.35087719298247
57,34,109.0,4,11,90.35087719298247
57,34,109.0,4,11,90.35087719298247
57,34,109.0,4,11,90.35087719298247
61,36,109.0,6,11,90.35087719298247
61,36,109.0,6,11,90.35087719298247
61,36,109.0,6,11,90.35087719298247
61,36,109.0,6,11,90.35087719298247
61,36,109.0,6,11,90.35087719298247
61,36,109.0,6,11,90.35087719298247
61,36,109.0,6,11,90.35087719298247
