nb_cycle_retour,moy_cycle_retour,d_eau,propor_utilisa_retour
31,19,10.0,58.91812865497076
31,19,10.0,58.77192982456141
35,20,10.0,58.69883040935673
32,19,10.0,58.91812865497076
31,19,10.0,58.77192982456141
0,0,10.0,0.0
30,19,10.0,58.99122807017544
32,19,10.0,58.77192982456141
35,20,10.0,58.69883040935673
32,19,10.0,58.91812865497076
32,19,10.0,58.91812865497076
30,20,10.0,58.62573099415205
35,20,10.0,58.69883040935673
32,19,10.0,58.77192982456141
30,19,10.0,58.99122807017544
